見積書番号	購買依頼★	購買依頼明細	購買依頼_削除	購買発注★	購買発注_削除	仕入先	発注テキスト	金額	発注登録日	入庫日付	納入完了	入庫番号	TECO	CMPL	DLFL	タイプ	完成年	完成月	区分（出張・修理）	指図MRP管理者	受注/指図登録日	指図タイプ名称	指図or受注★	販売伝票★	品目コード	品目テキスト	数量	製品単価	受注金額	発注保管場所	納入日付	メモ	開始日	完成日	営業担当	件名	受注先	受注得意先発注番号
		00000						0	00000000	00000000						TQM	2022	12	修理	S10	20211224	引取修理（クレーム）	70033260		ZSH		1	0	0		20221221		20221221	20250804				
		00000						0	00000000	00000000						TQM	2021	12	出張	S10	20211228	出張サービス（クレーム）	70033280		ZSS		1	0	0		20211228		20211228	20250804				
		00000						0	00000000	00000000						TQM	2022	08	修理	S10	20220201	引取修理（クレーム）	70033582		ZSH	TQM220203152福井村田製作所HKD-40120FU電流値が0Aになる	1	0	0		20220830		20220830	20250804				
		00000						0	00000000	00000000						TQM	2023	03	修理	S10	20220304	引取修理（クレーム）	70033841		ZSH		1	0	0		20230302		20230302	20250804				
		00000						0	00000000	00000000						TQM	2022	06	出張	S20	20220602	出張サービス（クレーム）	70034581		ZSS		1	0	0		20220630		20220630	20250804				
		00000						0	00000000	00000000						TQM	2022	09	出張	S10	20220929	出張サービス（クレーム）	70035621		ZSS		1	0	0		20220929		20220929	20250804				
		00000						0	00000000	00000000						TQM	2023	03	出張	S10	20230317	出張サービス（クレーム）	70037042		ZSS	TQM230303671MRMPM15005 L1ﾋﾞｽ地絡市場水平展開改修	1	0	0		20230317		20230317	20260329				
		00000						0	00000000	00000000						TQM	2023	03	出張	S10	20230317	出張サービス（クレーム）	70037044		ZSS	TQM230303671MRMPM15005 L1ﾋﾞｽ地絡市場水平展開改修	1	0	0		20230317		20230317	20260329				
		00000						0	00000000	00000000						TQM	2023	04	出張	S10	20230412	出張サービス（クレーム）	70037261		ZSS	TQM230403706ｱﾄﾞﾃｯｸSS-120GM端子焼損	1	0	0		20230412	TQM230403706 SS-120GMのクレーム調査	20230412	20250804				
		00000						0	00000000	00000000						TQM	2023	09	出張	S10	20230907	出張サービス（クレーム）	70038521		ZSS	TQM230903933ながの環境SFST30SG-TP部品交換ﾀｲﾏ不良	1	0	0		20230907		20230907	20250804				
	0012702370	00010		4502396330		S01828	SSS 202540132	0	20250416	00000000						TQM	2023	10	出張	S10	20231006	出張サービス（クレーム）	70038743		ZSS	TQM230903925三洋~北斗会苓南寮BPV20K系統,蓄電池MCBﾄﾘｯﾌ	1	0	0	1210	20231006		20231006	20250804				
		00000						0	00000000	00000000						TQM	2023	11	修理	B90	20231121	引取修理（クレーム）	70039060		ZSH	TQM231003980 CDS KSX-3001CDIRC1ｲﾝﾀｰﾛｯｸ警報	1	0	0		20231121		20231121	20250804				
	0012673138	00010		4502366048		S01828	SSS 2024B0031	0	20241111	00000000						TQM	2024	05	出張	S10	20240509	出張サービス（クレーム）	70040380		ZSS	TQM240504231南亜ﾌﾟﾗSCH1WF7-55-30KC高圧VCBで事故	1	0	0	1210	20240509		20240509	20250804				
		00000						0	00000000	00000000						TQM	2024	06	出張	S10	20240607	出張サービス（クレーム）	70040620		ZSS	TQM240604270現代KTA4F6-500-180SVC…SiC破損8台目	1	0	0		20240607		20240607	20250804				
		00000						0	00000000	00000000						TQM	2024	08	出張	S10	20240830	出張サービス（クレーム）	70041195		ZSS	TQM240704337現代KTA4F6-500-180SVC…SiC破損9台目	1	0	0		20240830		20240830	20250804				
		00000						0	00000000	00000000						TQM	2024	09	出張	S10	20240912	出張サービス（クレーム）	70041207		ZSS	TQM240904386東洋鋼鈑 純水装置500KW 2,3NFL冷却水温度高	1	0	0		20240912		20240912	20250804				
		00000						0	00000000	00000000						TQM	2024	10	出張	S10	20241030	出張サービス（クレーム）	70041242		ZSS	TQM240704291TAI MEGA ENG TE028063H錆び	1	0	0		20241030		20241030	20250804				
		00000						0	00000000	00000000						TQM	2024	12	出張	S20	20241205	出張サービス（クレーム）	70041262		ZSS	TQM241204500TDK HKD-1550GUｿﾌﾄｽﾀｰﾄ不具合	1	0	0		20241205		20241205	20250804				
		00000						0	00000000	00000000						TQM	2025	01	出張	S10	20250124	出張サービス（クレーム）	70041292		ZSS	TQM250104562太洋工作森小路HKE830G起動時にﾓﾆﾀが消灯	1	0	0		20250124		20250124	20250804				
		00000						0	00000000	00000000						TQM	2025	01	出張	S10	20250127	出張サービス（クレーム）	70041295		ZSS	TQM250104543IDEC~大阪府茨木市某所PJ1A-A421発火	1	0	0		20250127		20250127	20250929				
		00000						0	00000000	00000000						TQM	2025	02	出張	S10	20250205	出張サービス（クレーム）	70041305		ZSS	TQM250104563ｺﾏﾂ~ｽﾀｰﾙｶｹﾌKHF-60/120CE高周波出ず	1	0	0		20250205		20250205	20250928				
		00000						0	00000000	00000000						TQM	2025	02	出張	S10	20250217	出張サービス（クレーム）	70041309		ZSS	TQM241004419岩崎KSM-4002…ｾｸﾞﾒﾝﾄLED不点個所	1	0	0		20250217		20250217	20250928				
	0012716809	00010		4502411461		S01828	SSS 202570017	0	20250704	00000000						TQM	2025	03	出張	S10	20250303	出張サービス（クレーム）	70041319		ZSS	TQM250304604戸田電気鉄興UG1-4450F試運転中ｻｲﾘｽﾀｼｮｰﾄ	1	0	0	1210	20250303		20250303	20250928				
	0012700082	00010		4502394029		S01828	SSS 202530121	0	20250407	00000000						TQM	2025	03	出張	S20	20250317	出張サービス（クレーム）	70041328		ZSS	TQM250204595三洋~長野県工業技術BPV20K予備充電異常(交流)	1	0	0	1210	20250317		20250317	20250928				
	0012706766	00010		4502400968		S01828	SSS 202550068	0	20250515	00000000						TQM	2025	03	出張	S20	20250317	出張サービス（クレーム）	70041329		ZSS	TQM250304622ｶﾅﾃﾞ~三田ﾏﾝｼｮﾝFC20Kﾋｭｰｽﾞ断SiC破損	1	0	0	1210	20250317		20250317	20250928				
		00000						0	00000000	00000000						TQM	2025	03	出張	S20	20250321	出張サービス（クレーム）	70041340		ZSS	TQM250304626産総研KTA4F2-80-5000LC電流ﾘｯﾌﾟﾙ大	1	0	0		20250321		20250321	20250928				
		00000						0	00000000	00000000						TQM	2025	03	出張	S10	20250321	出張サービス（クレーム）	70041341		ZSS	TQM250304627NYS~FINTECHKD1550G数か月後地絡ﾄﾘｯﾌ	1	0	0		20250321		20250321	20250928				
		00000						0	00000000	00000000						TQM	2025	04	出張	S10	20250402	出張サービス（クレーム）	70041349		ZSS	TQM250304640IDEC PJ1AA401広島呉 発火消防案件	1	0	0		20250402		20250402	20250928				
		00000						0	00000000	00000000						TQM	2025	04	出張	S10	20250402	出張サービス（クレーム）	70041350		ZSS	TQM250304633九州柳河精機UG1-2075F Er10,Er12再発	1	0	0		20250402		20250402	20250928				
	0012722340	00010		4502417011		S01828	SSS 202570258	0	20250730	00000000						TQM	2025	04	出張	S10	20250415	出張サービス（クレーム）	70041352		ZSS	TQM250204582SUMCO長崎SCAM4W12…進相ｺﾝﾃﾞﾝｻ異常	1	0	0	1210	20250415		20250415	20250928				
		00000						0	00000000	00000000						TQM	2025	04	出張	S10	20250428	出張サービス（クレーム）	70041358		ZSS	TQM250304610ｳｼｵ~EGﾗｲﾃｨﾝｸﾞSS50GMUｽﾊﾟｰｸせず	1	0	0		20250428		20250428	20260324				
		00000						0	00000000	00000000						TQM	2025	05	出張	S10	20250507	出張サービス（クレーム）	70041360		ZSS	TQM250504668NI THAI HKDRE PANELｴﾝｺｰﾀﾞ不具合	1	0	0		20250507		20250507	20260324				
		00000						0	00000000	00000000						TQM	2025	05	出張	S10	20250507	出張サービス（クレーム）	70041361		ZSS	TQM250104570三信船舶SS-10GMMR在庫25台中10台 点灯失敗	1	0	0		20250507		20250507	20260324				
		00000						0	00000000	00000000						TQM	2025	08	修理	B10	20250520	引取修理（クレーム）	70041366		ZSH	TQM250504678現代MO 30KW SiC未改善16台SiC&FAN交換	16	0	0		20250827	TQM250504678「現代MOBIS 韓国」向け「KTA4F6-500-180SVCPR」	20250827	20251020				
		00000						0	00000000	00000000						TQM	2025	05	出張	S10	20250522	出張サービス（クレーム）	70041367		ZSS	TQM250504680NorimatKTA4F2-10-3000…出力せず	1	0	0		20250522		20250522	20260324				
		00000						0	00000000	00000000						TQM	2025	05	出張	S20	20250522	出張サービス（クレーム）	70041369		ZSS	TQM250504681日立SCA2F6…ｶﾊﾞｰ取っ手ｴｯｼﾞｶﾞｰﾄﾞ不具合	1	0	0		20250522		20250522	20260324				
		00000						0	00000000	00000000						TQM	2025	05	出張	S10	20250530	出張サービス（クレーム）	70041373		ZSS	TQM250504693特殊電極WS-301付属品ｼﾞｮｲﾝﾄ不足	1	0	0		20250530		20250530	20260324				
	0012714715	00010		4502409229		S01828	SSS 202560214	0	20250624	00000000						TQM	2025	06	出張	S20	20250602	出張サービス（クレーム）	70041374		ZSS	TQM250604698産総研SCB6F7-35-9900C雪及び砂が入り込む	1	0	0	1210	20250602		20250602	20260324				
		00000						0	00000000	00000000						TQM	2025	06	修理	B70	20250604	引取修理（クレーム）	70041375		ZSH	TQM250304635NSW WK-6035A  表示不良	1	0	0		20250604	TQM250304635「日本スタッドウェルディング株式会社」向け「WK-6035A 調査」	20250604	20250827				
		00000						0	00000000	00000000						TQM	2025	06	出張	S10	20250609	出張サービス（クレーム）	70041376		ZSS	TQM250604708上村~ｲﾋﾞﾃﾞﾝ大野HKD-85G低出力域で出力不安定	1	0	0		20250609		20250609	20260324				
		00000						0	00000000	00000000						TQM	2025	06	出張	S10	20250610	出張サービス（クレーム）	70041378		ZSS	TQM250504682岩崎電気~OSPﾏｼﾅﾘｰKSM6402HAFIW不点灯	1	0	0		20250610		20250610	20260324				
		00000						0	00000000	00000000						TQM	2025	06	出張	S10	20250610	出張サービス（クレーム）	70041379		ZSS	TQM250604712壱岐市21/9BPV200K FAN電源OFF	1	0	0		20250610		20250610	20260324				
		00000						0	00000000	00000000						TQM	2025	06	出張	S10	20250613	出張サービス（クレーム）	70041381		ZSS	TQM250404667岩崎電気~佐川印刷KSM6402HAFIW出力上昇せず	1	0	0		20250613		20250613	20260324				
	0012713961	00010		4502408441		S01828	SSS 202540257	0	20250619	00000000		49565S				TQM	2025	06	修理	B90	20250613	引取修理（クレーム）	70041382		ZSH	TQM250404667岩崎電気~佐川印刷KSM6402HAFIW出力上昇せず	1	0	0	1210	20250613		20250613	20260324				
	0012714717	00010		4502409234		S01828	SSS 202550178	0	20250624	00000000						TQM	2025	06	修理	B90	20250613	引取修理（クレーム）	70041383		ZSH	TQM250504682岩崎電気~OSPﾏｼﾅﾘｰKSM6402HAFIW不点灯	1	0	0	1210	20250613		20250613	20260324				
	0012713960	00010		4502408439		S01828	SSS 202540053	0	20250619	00000000		49551S				TQM	2025	06	修理	B90	20250616	引取修理（クレーム）	70041384		ZSH	TQM250404646ﾔﾏﾊﾓｰﾀMRT30-300PLDN3回線異常	1	0	0	1210	20250616		20250616	20260324				
		00000						0	00000000	00000000						TQM	2025	07	出張	S10	20250702	出張サービス（クレーム）	70041390		ZSS	TQM250504689神鋼~東芝ﾏﾃﾘｱﾙUG1-4150F表示ﾊﾟﾈﾙ不具合	1	0	0		20250702		20250702	20260324				
		00000						0	00000000	00000000						TQM	2025	07	出張	S10	20250703	出張サービス（クレーム）	70041392		ZSS	TQM250604717ｶﾈﾅｶPV100Kﾄﾗﾝｽにﾈﾊﾞﾈﾊﾞした液体	1	0	0		20250703		20250703	20260324				
		00000						0	00000000	00000000						TQM	2025	07	出張	S10	20250703	出張サービス（クレーム）	70041393		ZSS	TQM250504683ｺﾏﾂ~ﾄﾖﾀ車体KHF60/120高周波出力せず	1	0	0		20250703		20250703	20260324				
		00000						0	00000000	00000000						TQM	2025	07	出張	S10	20250703	出張サービス（クレーム）	70041394		ZSS	TQM250604702ﾃﾞﾝｿｰ西尾UF1-2250Fﾋｭｰｽﾞ断	1	0	0		20250703		20250703	20260324				
	0012719028	00010		4502413734		S01828	SSS 202560068	0	20250715	00000000		49606S				TQM	2025	07	出張	S10	20250703	出張サービス（クレーム）	70041395		ZSS	TQM250604709三和商工SW-V02 MCONにならない	1	0	0	1210	20250703		20250703	20260324				
	0012717575	00010		4502412196		S01828	SSS 202570059	0	20250708	00000000						TQM	2025	07	出張	S20	20250707	出張サービス（クレーム）	70041396		ZSS	TQM250704743ELP~千葉みなと物流SPS020S2 INV CNV故	1	0	0	1210	20250707		20250707	20260324				
	0012717895	00010		4502412551		S01828	SSS 202560119	0	20250709	00000000		49616S				TQM	2025	07	修理	B90	20250708	引取修理（クレーム）	70041397		ZSH	TQM250604719小西鍍金MRT-15020B ダイオード破損	1	0	0	1210	20250708		20250708	20260324				
	0012721841	00010		4502416431		S01828	SSS 202570169	0	20250728	00000000						TQM	2025	07	出張	S20	20250709	出張サービス（クレーム）	70041399		ZSS	TQM250704747ELP~DPL浦安Ⅳ SPS020S2ｲﾝﾊﾞｰﾀ過電流	1	0	0	1210	20250709		20250709	20260324				
		00000						0	00000000	00000000						TQM	2025	07	出張	S10	20250715	出張サービス（クレーム）	70041400		ZSS	TQM250704751姫路天然ｶﾞｽSYS600…蓄電池電流計測位置誤り	1	0	0		20250715		20250715	20260324				
	0012719261	00010		4502413971		S01828	SSS 202560143	0	20250716	00000000		49622S				TQM	2025	07	修理	B90	20250715	引取修理（クレーム）	70041401		ZSH	TQM250404667岩崎電気~佐川印刷KSM6402HAFIW出力上昇せず	1	0	0	1210	20250715		20250715	20260324				
	0012719683	00010		4502414377		S01828	SSS 202570159	0	20250717	00000000						TQM	2025	07	出張	S20	20250716	出張サービス（クレーム）	70041402		ZSS	TQM250704753産総研ACS4F-2.5MVA重故障ﾄﾘｯﾌﾟ	1	0	0	1210	20250716		20250716	20260324				
		00000						0	00000000	00000000						TQM	2025	07	出張	S10	20250717	出張サービス（クレーム）	70041403		ZSS	TQM250704761ｱﾏｿﾞﾝBPV500K…小扉ｱﾃ板外れ	1	0	0		20250717		20250717	20260324				
	0012723592	00010		4502418421		S01828	SSS 202580027	0	20250806	00000000						TQM	2025	07	出張	S10	20250717	出張サービス（クレーム）	70041404		ZSS	TQM250704759空自串本AU40N CMU通信異常	1	0	0	1210	20250717		20250717	20260324				
	0012720673	00010		4502415278		S01828	SSS 202570184	0	20250723	00000000						TQM	2025	07	出張	S10	20250718	出張サービス（クレーム）	70041405		ZSS	TQM250704754ｵｰｼﾞｽSFST100TGBKBX3蓄電池盤異常	1	0	0	1210	20250718		20250718	20260324				
	0012721032	00010		4502415623		S01828	SSS 202570217	0	20250724	00000000						TQM	2025	07	出張	S20	20250722	出張サービス（クレーム）	70041406		ZSS	TQM250704763ELP~DPL浦安ⅢSPS020S2…ｲﾝﾊﾞｰﾀ過電流	1	0	0	1210	20250722		20250722	20260324				
	0012722402	00010		4502417025		S01828	SSS 202570271	0	20250730	00000000						TQM	2025	09	出張	S10	20250722	出張サービス（クレーム）	70041408		ZSS	TQM250704767NGK石川SRG200TGNAS瞬低時に給電断	1	0	0	1210	20250901		20250901	20260324				
		00000						0	00000000	00000000						TQM	2025	07	出張	S20	20250723	出張サービス（クレーム）	70041409		ZSS	TQM250704769Chinasteel台湾SCB3WF7…GK7807故障	1	0	0		20250723		20250723	20260324				
	0012721372	00010		4502415996		S01828	SSS 202570200	0	20250725	00000000						TQM	2025	07	出張	S20	20250723	出張サービス（クレーム）	70041410		ZSS	TQM250704765ELP~DPL流山ⅣSPS020S2異音がする	1	0	0	1210	20250723		20250723	20260324				
		00000						0	00000000	00000000						TQM	2025	07	修理	B10	20250724	引取修理（クレーム）	70041411		ZSH	TQM250704771ｳｼｵKSX80MHXP着荷時梱包凹み	10	0	0		20250725	 TQM250704771「ウシオライティング株式会社」向け「KSX-80MHXP」	20250725	20250808				
		00000						0	00000000	00000000						TQM	2025	07	出張	S10	20250728	出張サービス（クレーム）	70041412		ZSS	TQM250704762ｹﾃﾞｨｶﾌｨﾘﾋﾟﾝTE028063H使用1ヵ月液侵入	1	0	0		20250728		20250728	20260324				
		00000						0	00000000	00000000						TQM	2025	08	修理	C40	20250729	引取修理（クレーム）	70041414		ZSH	TQM250704753産総研ACS4F-2.5MVA重故障ﾄﾘｯﾌﾟ	1	0	0		20250822	入庫番号：49678SS	20250822	20250912				
		00000						0	00000000	00000000						TQM	2025	07	出張	S10	20250729	出張サービス（クレーム）	70041415		ZSS	TQM250704779Halsangz…HKD-850GU使用半年で破損	1	0	0		20250729		20250729	20260324				
	0012723053	00010		4502417864		S01828	SSS 202580001	0	20250804	00000000						TQM	2025	08	出張	S10	20250801	出張サービス（クレーム）	70041416		ZSS	TQM250804785SGSEG SFST50TGB蓄電池過電圧	1	0	0	1210	20250801		20250801	20260324				
	0012723052	00010		4502417861		S01828	SSS 202580002	0	20250804	00000000						TQM	2025	08	出張	S20	20250801	出張サービス（クレーム）	70041417		ZSS	TQM250804787ENEOS川崎SFST30SGB INV,CNV重故障	1	0	0	1210	20250801		20250801	20260324				
	0012723591	00010		4502418420		S01828	SSS 202580010	0	20250806	00000000						TQM	2025	08	出張	S10	20250804	出張サービス（クレーム）	70041419		ZSS	TQM250804786JFEｻﾝｿｾﾝﾀｰSKS50TP…GOT通信異常再発	1	0	0	1210	20250804		20250804	20260324				
		00000						0	00000000	00000000						TQM	2025	08	出張	S10	20250805	出張サービス（クレーム）	70041421		ZSS	TQM250804794IndianInsMRM-PM15005 Er 45	1	0	0		20250805		20250805	20260324				
		00000						0	00000000	00000000						TQM	2025	08	出張	S20	20250807	出張サービス（クレーム）	70041423		ZSS	TQM250804795空自三沢AU20N蓄電池CMUｺﾈｸﾀ不具合	1	0	0		20250807		20250807	20260324				
		00000						0	00000000	00000000						TQM	2025	08	出張	S20	20250807	出張サービス（クレーム）	70041424		ZSS	TQM250804797ELP~DPL松戸SPS020S2ｲﾝﾊﾞｰﾀ過電流	1	0	0		20250807		20250807	20260324				
		00000						0	00000000	00000000						TQM	2025	08	出張	S10	20250807	出張サービス（クレーム）	70041425		ZSS	TQM250804799ELP SPS020S2神栄ｺﾝﾃﾞﾝｻ故障市場水平展開	1	0	0		20250807		20250807	20270318				
		00000						0	00000000	00000000						TQM	2025	08	出張	S10	20250808	出張サービス（クレーム）	70041426		ZSS	TQM250804798尼崎電機UTL807Aﾌｧﾝが引っかかって回らない	1	0	0		20250808		20250808	20260324				
		00000						0	00000000	00000000						TQM	2025	08	出張	S10	20250808	出張サービス（クレーム）	70041427		ZSS	TQM250804801長浜赤十字病院SKS80TP GOT通信異常再々発	1	0	0		20250808		20250808	20260324				
201840167001	0012058787	00010					PV-49.9K-20T-13 MVJ　修理	0	00000000	00000000						会社間取引	2018	07	出張		20180416		206735-10	0000206735	ZSS2	PV-49.9K-20T-13 MVJ　修理	0	202000	202000		20180710		00000000	00000000	大橋 正博	佐久間特殊鋼様49.9kWパワコン　	1102241000	2018/6/25　阿部様
201890108001	0012084718	00010		4501747232		S01828	維持管理業務 7/20	0	20180913	00000000						会社間取引	2027	03	出張		20180911		215851-10	0000215851	ZSS1	維持管理業務 7/20	0	420000	420000	1910	20270331		00000000	00000000	若木 匠	泉北浄水池　無停電電源装置　20	1102420000	契約書による
201890109001	0012084719	00010		4501747233		S01828	維持管理業務 8/20	0	20180913	00000000						会社間取引	2028	03	出張		20180911		215853-10	0000215853	ZSS1	維持管理業務 8/20	0	420000	420000	1910	20280331		00000000	00000000	若木 匠	泉北浄水池　無停電電源装置　20	1102420000	契約書による
201890110001	0012084722	00010		4501747234		S01828	維持管理業務 9/20	0	20180913	00000000						会社間取引	2029	03	出張		20180911		215855-10	0000215855	ZSS1	維持管理業務 9/20	0	420000	420000	1910	20290331		00000000	00000000	若木 匠	泉北浄水池　無停電電源装置　20	1102420000	契約書による
201890111001	0012084723	00010		4501747235		S01828	維持管理業務 10/20	0	20180913	00000000						会社間取引	2030	03	出張		20180911		215858-10	0000215858	ZSS1	維持管理業務 10/20	0	1260000	1260000	1910	20300331		00000000	00000000	若木 匠	泉北浄水池　無停電電源装置　20	1102420000	契約書による
201890112001	0012084725	00010		4501747236		S01828	維持管理業務 11/20	0	20180913	00000000						会社間取引	2031	03	出張		20180911		215859-10	0000215859	ZSS1	維持管理業務 11/20	0	480000	480000	1910	20310331		00000000	00000000	若木 匠	泉北浄水池　無停電電源装置　20	1102420000	契約書による
201890113001	0012084726	00010		4501747237		S01828	維持管理業務 12/20	0	20180913	00000000						会社間取引	2032	03	出張		20180911		215861-10	0000215861	ZSS1	維持管理業務 12/20	0	480000	480000	1910	20320331		00000000	00000000	若木 匠	泉北浄水池　無停電電源装置　20	1102420000	契約書による
201890114001	0012084727	00010		4501747238		S01828	維持管理業務 13/20	0	20180913	00000000						会社間取引	2033	03	出張		20180911		215862-10	0000215862	ZSS1	維持管理業務 13/20	0	2040000	2040000	1910	20330331		00000000	00000000	若木 匠	泉北浄水池　無停電電源装置　20	1102420000	契約書による
201890115001	0012084729	00010		4501747239		S01828	維持管理業務 14/20	0	20180913	00000000						会社間取引	2034	03	出張		20180911		215863-10	0000215863	ZSS1	維持管理業務 14/20	0	480000	480000	1910	20340331		00000000	00000000	若木 匠	泉北浄水池　無停電電源装置　20	1102420000	契約書による
201890116001	0012084730	00010		4501747240		S01828	維持管理業務 15/20	0	20180913	00000000						会社間取引	2035	03	出張		20180911		215864-10	0000215864	ZSS1	維持管理業務 15/20	0	480000	480000	1910	20350331		00000000	00000000	若木 匠	泉北浄水池　無停電電源装置　20	1102420000	契約書による
201890118001	0012084731	00010		4501747241		S01828	維持管理業務 16/20	0	20180913	00000000						会社間取引	2036	03	出張		20180911		215865-10	0000215865	ZSS1	維持管理業務 16/20	0	480000	480000	1910	20360331		00000000	00000000	若木 匠	泉北浄水池　無停電電源装置　20	1102420000	契約書による
201890119001	0012084732	00010		4501747242		S01828	維持管理業務 17/20	0	20180913	00000000						会社間取引	2037	03	出張		20180911		215867-10	0000215867	ZSS1	維持管理業務 17/20	0	480000	480000	1910	20370331		00000000	00000000	若木 匠	泉北浄水池　無停電電源装置　20	1102420000	契約書による
201890120001	0012084733	00010		4501747243		S01828	維持管理業務 18/20	0	20180913	00000000						会社間取引	2038	03	出張		20180911		215868-10	0000215868	ZSS1	維持管理業務 18/20	0	480000	480000	1910	20380331		00000000	00000000	若木 匠	泉北浄水池　無停電電源装置　20	1102420000	契約書による
201890121001	0012084734	00010		4501747245		S01828	維持管理業務 19/20	0	20180913	00000000						会社間取引	2039	03	出張		20180911		215869-10	0000215869	ZSS1	維持管理業務 19/20	0	480000	480000	1910	20390331		00000000	00000000	若木 匠	泉北浄水池　無停電電源装置　20	1102420000	契約書による
201890122001	0012084735	00010		4501747246		S01828	維持管理業務 20/20	0	20180913	00000000						会社間取引	2040	03	出張		20180911		215870-10	0000215870	ZSS1	維持管理業務 20/20	0	480000	480000	1910	20400331		00000000	00000000	若木 匠	泉北浄水池　無停電電源装置　20	1102420000	契約書による
2020A0325001	0012316319	00010		4501987514		S01828	SFST100TGB-200MSE点検	0	20201102	00000000						会社間取引	2026	04	出張		20201030		260429-10	0000260429	ZSS1	SFST100TGB-200MSE点検	0	914000	914000	1910	20260411		00000000	00000000	板東 利治	SFST100TGD-200MSEV4　5年目点検	1101738001	581894000
2020A0326001	0012316320	00010		4501987515		S01828	SFST100TGB-200MSE点検	0	20201102	00000000						会社間取引	2027	04	出張		20201030		260430-10	0000260430	ZSS1	SFST100TGB-200MSE点検	0	650000	650000	1910	20270410		00000000	00000000	板東 利治	SFST100TGD-200MSEV4　6年目点検	1101738001	581894000
2020A0327001	0012316321	00010		4501987516		S01828	SFST100TGB-200MSE点検	0	20201102	00000000						会社間取引	2028	04	出張		20201030		260431-10	0000260431	ZSS1	SFST100TGB-200MSE点検	0	600000	600000	1910	20280415		00000000	00000000	板東 利治	SFST100TGD-200MSEV4　撤去作業	1101738001	581894000
2021C0246001	0012436725	00010		4502118975		S01828	岡山高速ETC 試運転　SFST30TGB-100MSP　大山	0	20220112	00000000						会社間取引	2025	08	出張		20220111		289939-30	0000289939	ZSS1	岡山高速ETC 試運転　SFST30TGB-100MSP　大山	0	800000	800000	1910	20250820		00000000	00000000	若木 匠	岡山大山高速道路	1101799000	24021724-8Y
	0012455248	00010					苗栗10B工場試運転費用(95v)	0	00000000	00000000						会社間取引	2026	03	出張		20220322		295051-10	0000295051	ZSS1	苗栗10B工場試運転費用(95v)	0	500000	500000		20260315		00000000	00000000	小田 慎	苗栗工場	1200044000	23EL12200729
	0012455248	00020					苗栗10B工場試運転費用(95v)	0	00000000	00000000						会社間取引	2026	03	出張		20220322		295051-20	0000295051	ZSS1	苗栗10B工場試運転費用(95v)	0	500000	500000		20260315		00000000	00000000	小田 慎	苗栗工場	1200044000	23EL12200729
	0012455248	00030					苗栗10A工場試運転費用(65v)	0	00000000	00000000						会社間取引	2026	03	出張		20220322		295051-30	0000295051	ZSS1	苗栗10A工場試運転費用(65v)	0	500000	500000		20260315		00000000	00000000	小田 慎	苗栗工場	1200044000	23EL12200729
	0012455248	00040					苗栗10A工場試運転費用(65v)	0	00000000	00000000						会社間取引	2026	03	出張		20220322		295051-40	0000295051	ZSS1	苗栗10A工場試運転費用(65v)	0	500000	500000		20260315		00000000	00000000	小田 慎	苗栗工場	1200044000	23EL12200729
202250252001	0012473442	00010		4502159396		S01828	SIT20SGD/SKS250-300MSP	0	20220601	00000000						会社間取引	2025	10	出張		20220531		299094-10	0000299094	ZSS1	SIT20SGD/SKS250-300MSP	0	1000000	1000000	1910	20251020		00000000	00000000	坂村 健太	霧島市クリーンセンターCVCF蓄電	1100299007	22E10219
2022B0071	0012517513	00010					攝陽電力調整器試運転	0	00000000	00000000						会社間取引	2025	12	出張		20221109		310099-10	0000310099	ZSS1	攝陽電力調整器試運転	0	1128000	1128000		20251205		00000000	00000000	小田 慎	攝陽電力調整器試運転	1200099002	DK2TJ22111
2022B0238001	0012522795	00010		4502212071		S01828	SIT15SGD/SKS250-300MSP	0	20221201	00000000						会社間取引	2025	09	出張		20221129		310937-40	0000310937	ZSS1	SIT15SGD/SKS250-300MSP	0	500000	500000	1910	20250910		00000000	00000000	高木 俊樹	枚方京田辺環境施設組合	1101297000	4200600113
202330184001	0012549465	00010		4502239278		S01828	SIT10SGD-SKTKS30X5-150MSP	0	20230328	00000000						会社間取引	2026	01	出張		20230327		316556-30	0000316556	ZSS1	SIT10SGD-SKTKS30X5-150MSP	0	650000	650000	1910	20260116		00000000	00000000	坂村 健太	仙台市南蒲生浄化センター	1100634000	23-084-03849
202330253001	0012550381	00010		4502240582		S01828	SCA4F12-120-4167SVC	0	20230404	00000000						会社間取引	2026	04	出張		20230331		316801-20	0000316801	ZSS1	SCA4F12-120-4167SVC	0	800000	800000	1910	20260401		00000000	00000000	坂村 健太	兵庫東流域下水汚泥広域処理場	1100634000	22-084-12415
202330263001	0012550388	00010		4502240584		S01828	SIT20SGD/SKS200-300MSP	0	20230404	00000000						会社間取引	2025	09	出張		20230331		316813-10	0000316813	ZSS1	SIT20SGD/SKS200-300MSP	0	870000	870000	1910	20250925		00000000	00000000	坂村 健太	県央県南無停電電源装置　現地蓄	1100299004	22E11180
202330266001	0012550389	00010		4502240585		S01828	SIT20SGD/SKS200-300MSP	0	20230404	00000000						会社間取引	2025	08	出張		20230331		316814-10	0000316814	ZSS1	SIT20SGD/SKS200-300MSP	0	650000	650000	1910	20250828		00000000	00000000	坂村 健太	会津広域　ごみ焼却施設建設工事	1100299006	21E13299
