内部指図番号	テキスト	ステータス	登録日	指図タイプ	登録者	利益センタ	リリース済日	登録時刻
0I2309009	千代田興業	CMPL	20230912	ZE10	PP1115	P716103	20230912	152350	
0I2309010	日鉄鹿島新1高炉　240kVA	CMPL	20230906	ZE10	PP1115	P716103	20230906	161936	
0I2309011	日鉄鹿島新1高炉　85kVA	CMPL	20230906	ZE10	PP1115	P716103	20230906	161951	
0I2309012	海自館山航空基地～既設更新（60kVA⇒100kVA）予算取り	CMPL	20230906	ZE10	PP1115	P716103	20230906	162005	
0I2309013	大王製紙全停10VE	CMPL	20230906	ZE10	PP1115	P716103	20230906	162020	
0I2309014	吉野川市	CMPL	20230907	ZE10	PP1115	P716103	20230907	155919	
0I2309017	栗東クリーンセンター SFST20SG-TP	CMPL	20230911	ZE10	PP1007	P716103	20230911	163937	
0I2309018	中部電力某所 SFST50TGB-KBX2-200MSP	CMPL	20230911	ZE10	PP1007	P716103	20230911	164030	
0I2309022	エア・ウォーター・エンジニアリング	CMPL	20230911	ZE10	PP1007	P716103	20230911	164053	
0I2309024	泉北クリーンセンター SIT30SGD/SKS400	CMPL	20230911	ZE10	PP1007	P716103	20230911	164140	
0I2309028	兵庫県立がんセンター	CMPL	20230912	ZE10	PP1115	P716103	20230912	152323	
0I2309029	JAXA種子島	CMPL	20230912	ZE10	PP1115	P716103	20230912	152334	
0I2309030	ダイセル大竹OFT B系 更新	CMPL	20230913	ZE10	PP1115	P716103	20230913	153645	
0I2309031	ダイセル大竹　OCA共通(1配)	CMPL	20230913	ZE10	PP1115	P716103	20230913	153715	
0I2309032	ダイセル大竹　酢化設備(2配)	CMPL	20230913	ZE10	PP1115	P716103	20230913	153748	
0I2309035	DNP五反田ビル	CMPL	20230914	ZE10	PP1115	P716103	20230914	165558	
0I2309037	上信越自動車道	CMPL	20230915	ZE10	PP1115	P716103	20230915	160902	
0I2309042	【衆議院】第一議員会館無停電電源装置（立法情報ネットワーク用）	CMPL	20230919	ZE10	PP1115	P716103	20230919	155311	
0I2309043	北海道某所	CMPL	20230920	ZE10	PP1115	P716103	20230920	161311	
0I2309044	小田原市本庁舎用UPS	CMPL	20230921	ZE10	PP1115	P716103	20230921	162434	
0I2309046	西部汚水処理場	CMPL	20230921	ZE10	PP1115	P716103	20230921	162447	
0I2309047	倉浜衛生施設組合	CMPL	20230921	ZE10	PP1115	P716103	20230921	162503	
0I2309049	燃料電池用パワコン50kW	CMPL	20230925	ZE10	PP1115	P716103	20230925	163937	
0I2309051	日鉄鹿島新1高炉　45kVA	CMPL	20230926	ZE10	PP1115	P716103	20230926	151351	
0I2309052	福岡市道路下水道局	CMPL	20230927	ZE10	PP1115	P716103	20230927	163154	
0I2309056	東京都 練馬春日町トンネル	CMPL	20230928	ZE10	PP1115	P716103	20230928	152643	
0I2309057	日本海洋石油資源開発向けUPS更新（陸上基地、岩船沖プラットフォーム）	CMPL	20230928	ZE10	PP1115	P716103	20230928	152655	
0I2309059	西谷浄水場	CMPL	20230929	ZE10	PP1115	P716103	20230929	150758	
0I2309062	(株)ニプロン向けPCS拡販見積	CMPL	20231002	ZE10	PP1115	P716103	20231002	153324	
0I2309063	(株)ニプロン 三重スマート夢工場向け自立インバータ	CMPL	20231002	ZE10	PP1115	P716103	20231002	153336	
0I2309064	湖北広域行政事務センター	CMPL	20231002	ZE10	PP1115	P716103	20231002	153350	
0I2309065	北陸ガス山の上工場	CMPL	20231002	ZE10	PP1115	P716103	20231002	153403	
0I2310007	関東地方某所向け無停電電源装置	CMPL	20231003	ZE10	PP1115	P716103	20231003	163251	
0I2310008	ユニバーサルスタジオジャパン	CMPL	20231004	ZE10	PP1115	P716103	20231004	161744	
0I2310010	北九州市　新門司工場	CMPL	20231005	ZE10	PP1115	P716103	20231005	151334	
0I2310011	岡山県広域水道企業団　総社浄水場	CMPL	20231005	ZE10	PP1115	P716103	20231005	151356	
0I2310013	JFE福山5コークス	CMPL	20231006	ZE10	PP1115	P716103	20231006	153903	
0I2310014	ワンプラスワン　愛知県新設物流倉庫	CMPL	20231006	ZE10	PP1115	P716103	20231006	153914	
0I2310017	三菱重工業長崎	CMPL	20231006	ZE10	PP1115	P716103	20231006	153928	
0I2310020	FAS桂川太陽光パーク	CMPL	20231010	ZE10	PP1115	P716103	20231010	153247	
0I2310021	湖南ss	CMPL	20231010	ZE10	PP1115	P716104	20231010	142018	
0I2310022	徳之島愛ランドクリーンセンター	CMPL	20231010	ZE10	PP1115	P716103	20231010	153320	
0I2310023	糸魚川発電UPS用予備基板	DLFL	20231011	ZE10	PP1115	P716103	20231011	154920	
0I2310024	立川合同庁舎	CMPL	20231011	ZE10	PP1115	P716103	20231011	154849	
0I2310025	兵庫製紙	CMPL	20231011	ZE10	PP1115	P716103	20231011	154934	
0I2310027	大塚化学	CMPL	20231011	ZE10	PP1115	P716103	20231011	154948	
0I2310030	JX金属三日市リサイクル	CMPL	20231012	ZE10	PP1115	P716103	20231012	150250	
0I2310032	トクヤマ　プリフィード工場	CMPL	20231012	ZE10	PP1115	P716103	20231012	150307	
0I2310033	某病院サーバー向け	CMPL	20231013	ZE10	PP1115	P716103	20231013	160839	
0I2310036	瀬戸内共同火力新1号CVCF	CMPL	20231013	ZE10	PP1115	P716103	20231013	160853	
0I2310037	陸自伊丹駐屯地～中部方面システム通信群	CMPL	20231017	ZE10	PP1115	P716103	20231017	150423	
0I2310039	中国地方某所向け 仕様見直し	CMPL	20231017	ZE10	PP1115	P716103	20231017	150437	
0I2310041	TN電気室UPS改造部材	CMPL	20231017	ZE10	PP1115	P716103	20231017	150451	
0I2310042	トクヤマプリフィード無停電電源装置・充電器更新	CMPL	20231017	ZE10	PP1115	P716103	20231017	150506	
0I2310043	豊田市渡刈クリーンセンター	CMPL	20231018	ZE10	PP1115	P716103	20231018	160643	
0I2310046	札幌市	CMPL	20231019	ZE10	PP1115	P716103	20231019	130428	
0I2310052	サザウィン	CMPL	20231025	ZE10	PP1115	P716103	20231025	154520	
0I2310053	海自（徳島,舞鶴,小松島,南鳥島,鹿屋,大村）	CMPL	20231026	ZE10	PP1115	P716103	20231026	155106	
0I2310058	共栄リサイクル	CMPL	20231030	ZE10	PP1115	P716103	20231030	151702	
0I2310063	西脇多可新ごみ処理施設建設工事	CMPL	20231031	ZE10	PP1115	P716103	20231031	170456	
0I2310064	山形県企業局　谷沢ポンプ場	CMPL	20231031	ZE10	PP1115	P716103	20231031	170511	
0I2310065	みおつくし工業用水　鶴見配水場	CMPL	20231031	ZE10	PP1115	P716103	20231031	170526	
0I2310066	愛知県某所	CMPL	20231031	ZE10	PP1115	P716103	20231031	170543	
0I2310067	川崎重工業明石工場　100KWパワコン	CMPL	20231031	ZE10	PP1115	P716103	20231031	170612	
0I2310068	OMIプラント	CMPL	20231101	ZE10	PP1115	P716103	20231101	155610	
0I2311002	海自UPS入札案件（厚木、舞鶴）	CMPL	20231101	ZE10	PP1115	P716103	20231101	155625	
0I2311003	海自向けUPS入札案件（小松島）	CMPL	20231101	ZE10	PP1115	P716103	20231101	155641	
0I2311004	大阪ガス東部（西館）サーバールームUPS	CMPL	20231101	ZE10	PP1115	P716103	20231101	155655	
0I2311005	ＡＳＥ中継室	CMPL	20231102	ZE10	PP1115	P716103	20231102	154424	
0I2311007	依田窪病院　既設UPS更新	CMPL	20231102	ZE10	PP1115	P716103	20231102	154441	
0I2311009	屋外耐塩250kW	CMPL	20231107	ZE10	PP1115	P716103	20231107	150320	
0I2311010	北海道根室市じん芥焼却場UPS新設	CMPL	20231107	ZE10	PP1115	P716103	20231107	150337	
0I2311012	日本ゼオン水島工場	CMPL	20231107	ZE10	PP1115	P716103	20231107	150353	
0I2311013	岡山市可燃ごみ広域処理施設	CMPL	20231107	ZE10	PP1115	P716103	20231107	150423	
0I2311014	ユニバーサルスタジオジャパン	CMPL	20231107	ZE10	PP1115	P716103	20231107	150437	
0I2311023	東北地区向け新規案件 PV-500K-42/44T-03 SVJ	DLFL	20231109	ZE10	PP1007	P716103	20231109	163007	
0I2311025	空自新田原UD030008～パネコン交換用部材	CMPL	20231109	ZE10	PP1007	P716103	20231109	163030	
0I2311027	宝塚市クリーンセンター SIT30SGD/SKS300-300MSP	CMPL	20231116	ZE10	PP1007	P716103	20231116	152418	
0I2311030	大分某所	CMPL	20231113	ZE10	PP1115	P716103	20231113	154432	
0I2311031	刈谷知立環境組合	CMPL	20231114	ZE10	PP1115	P716103	20231114	160430	
0I2311033	東芝インフラシステムズ 小向事業所殿	CMPL	20231114	ZE10	PP1115	P716103	20231114	160449	
0I2311034	東芝インフラシステムズ 小向事業所殿	CMPL	20231114	ZE10	PP1115	P716103	20231114	160505	
0I2311035	NICT	CMPL	20231115	ZE10	PP1115	P716103	20231115	155403	
0I2311037	九州ガス圧送 SIT15SGD/SKS200-300MSP	CMPL	20231116	ZE10	PP1007	P716103	20231116	152322	
0I2311038	アイム製作所　～　某所 SFST50TGB-100MSP	CMPL	20231116	ZE10	PP1007	P716103	20231116	152345	
0I2311039	湘南中央病院　UPS更新 SFST10SGB-50MSE	CMPL	20231117	ZE10	PP1007	P716103	20231117	171401	
0I2311041	東京二十三区清掃一部事務組合～豊島清掃工場 SFST60SGD-300MSEV3	CMPL	20231117	ZE10	PP1007	P716103	20231117	171420	
0I2311042	室見駅	CMPL	20231120	ZE10	PP1115	P716103	20231120	153810	
0I2311043	西新駅	CMPL	20231120	ZE10	PP1115	P716103	20231120	153826	
0I2311045	東レデュポン	CMPL	20231121	ZE10	PP1115	P716103	20231121	161404	
0I2311054	聖霊病院	CMPL	20231122	ZE10	PP1115	P716103	20231122	161310	
0I2311055	南工場建替工事（広島市）	CMPL	20231124	ZE10	PP1115	P716103	20231124	143719	
0I2311060	伊万里グリーンパワーバイオマス	DLFL	20231206	ZE10	PP1115	P716103	20231206	153310	
0I2311063	SOFC実証試験工事	CMPL	20231128	ZE10	PP1115	P716103	20231128	150633	
0I2311064	日本ゼオン水島工場	CMPL	20231128	ZE10	PP1115	P716103	20231128	150646	
0I2311065	(仮称)某市新リサイクルプラザ整備・運営事業	CMPL	20231128	ZE10	PP1115	P716103	20231128	150727	
0I2311066	姫路天然ガス予備品	DLFL	20231128	ZE10	PP1115	P716103	20231128	150700	
0I2311067	SGS高月	CMPL	20231128	ZE10	PP1115	P716103	20231128	150715	
0I2311068	中部地方向け無停電電源装置　仕様変更	CMPL	20231129	ZE10	PP1115	P716103	20231129	161548	
0I2311069	九州サンソセンター 大分工場	CMPL	20231130	ZE10	PP1115	P716103	20231130	151824	
0I2311073	大分空港道路無停電電源装置更新工事	CMPL	20231201	ZE10	PP1115	P716103	20231201	115445	
0I2312002	海自館山航空基地更新（予算取り） N-PP-639B-030T5	CMPL	20231204	ZE10	PP1007	P716103	20231204	151110	
0I2312007	かしはらクリーンセンター SIT40SG/SKTKSF40×16-800MSE	CMPL	20231204	ZE10	PP1007	P716103	20231204	151132	
0I2312008	日本水素エネルギー	CMPL	20231221	ZE10	PP1115	P716103	20231221	153133	
0I2312009	産総研つくばスーパークリーンルーム（A,B,C電気室）	CMPL	20231206	ZE10	PP1115	P716103	20231206	150155	
0I2312014	福岡県某所	CMPL	20231208	ZE10	PP1115	P716103	20231208	150430	
0I2312015	さいたま新都心合同庁舎（予算取り）	CMPL	20231208	ZE10	PP1115	P716103	20231208	150712	
0I2312017	東レデュポン	CMPL	20231211	ZE10	PP1115	P716103	20231211	151704	
0I2312018	名古屋市鳴海工場～既設更新（予算取り）	CMPL	20231211	ZE10	PP1115	P716103	20231211	151743	
0I2312019	日本コークス工業	CMPL	20231211	ZE10	PP1115	P716103	20231211	151802	
0I2312020	徳之島愛ランドクリーンセンター	CMPL	20231214	ZE10	PP1115	P716103	20231214	154144	
0I2312023	日本水素エネルギー	CMPL	20231214	ZE10	PP1115	P716103	20231214	154155	
0I2312027	日本製鉄君津	CMPL	20231214	ZE10	PP1115	P716103	20231214	154210	
0I2312028	勝山総合病院	CMPL	20231214	ZE10	PP1115	P716103	20231214	154223	
0I2312029	JAXA種子島	CMPL	20231214	ZE10	PP1115	P716103	20231214	154237	
0I2312032	空自三沢AUD75N用リアクトルBOX	CMPL	20231215	ZE10	PP1115	P716103	20231215	152248	
0I2312033	OMIプラント CVCF SFST10SGB1-50MSP	CMPL	20231222	ZE10	PP1007	P716103	20231222	154026	
0I2312035	北関東地区某工場	CMPL	20231218	ZE10	PP1115	P716103	20231218	162412	
0I2312036	大塚化学	CMPL	20231218	ZE10	PP1115	P716103	20231218	162430	
0I2312038	JFE30kVA更新	CMPL	20240116	ZE10	PP1115	P716103	20240116	153017	
0I2312039	日本製鉄広畑	CMPL	20231218	ZE10	PP1115	P716103	20231218	162448	
0I2312040	岐阜羽島衛生施設組合ごみ処理施設建設工事	CMPL	20231220	ZE10	PP1115	P716103	20231220	152252	
0I2312043	大分市新環境センター	CMPL	20231220	ZE10	PP1115	P716103	20231220	152347	
0I2312044	日本製鉄　八幡地区　某所	CMPL	20231220	ZE10	PP1115	P716103	20231220	152426	
0I2312045	豊橋マイクログリッド	CMPL	20231221	ZE10	PP1115	P716103	20231221	153456	
0I2312046	碧南アンモニア商用向け(桟橋）無停電電源装置	CMPL	20231221	ZE10	PP1115	P716103	20231221	153535	
0I2312047	碧南アンモニア商用向け無停電電源装置	CMPL	20231221	ZE10	PP1115	P716103	20231221	153549	
0I2312048	愛知県道路公社	CMPL	20231221	ZE10	PP1115	P716103	20231221	153602	
0I2312049	ももち SFST10SGB-50MSP	CMPL	20231222	ZE10	PP1007	P716103	20231222	153912	
0I2312050	下川端 SFST30SGB-150MSP	CMPL	20231222	ZE10	PP1007	P716103	20231222	153939	
0I2312051	天神 SFST20TGB-100MSP	CMPL	20231222	ZE10	PP1007	P716103	20231222	154004	
0I2312053	日本製鉄和歌山	CMPL	20231225	ZE10	PP1115	P716103	20231225	153713	
0I2312054	あるあるCity2号館 SFST20SGB1-50MSP	CMPL	20231228	ZE10	PP1007	P716103	20231228	150136	
0I2312062	岡山県広域水道企業団　総社浄水場 SIT15SGD/SKS300-500MSP	CMPL	20231228	ZE10	PP1007	P716103	20231228	150045	
0I2312063	国立研究開発法人	CMPL	20240123	ZE10	PP1115	P716103	20240123	163349	
0I2312064	新大阪セントラルタワー　無停電電源装置更新工事 SST10SG	CMPL	20231228	ZE10	PP1007	P716103	20231228	150220	
0I2401011	東レデュポン東海工場	CMPL	20240109	ZE10	PP1115	P716103	20240109	153644	
0I2401012	東京製鐵岡山工場	CMPL	20240109	ZE10	PP1115	P716103	20240109	153701	
0I2401016	四国支社管内 SRM/SRG 各3件	CMPL	20240110	ZE10	PP1007	P716103	20240110	151601	
0I2401018	JFE電磁鋼板名古屋工場 第2工場	CMPL	20240119	ZE10	PP1115	P716103	20240119	161417	
0I2401019	吉本ビル	CMPL	20240115	ZE10	PP1115	P716103	20240115	152707	
0I2401020	中国地方某所向け 再仕様見直し	CMPL	20240116	ZE10	PP1115	P716103	20240116	152854	
0I2401022	千葉袖ヶ浦パワー 交流無停電電源装置（ユニット設備）	CMPL	20240116	ZE10	PP1115	P716103	20240116	152953	
0I2401023	千葉袖ヶ浦パワー 交流無停電電源装置（ユニット設備）	CMPL	20240116	ZE10	PP1115	P716103	20240116	153005	
0I2401025	大王製紙三島NDIP3系CVCF	CMPL	20240117	ZE10	PP1115	P716103	20240117	161456	
0I2401031	市原市ごみ処理施設	CMPL	20240118	ZE10	PP1115	P716103	20240118	150932	
0I2401032	空自笠取山分屯基地～第1警戒隊	CMPL	20240118	ZE10	PP1115	P716103	20240118	151025	
0I2401034	西日本鉄道(株)	CMPL	20240119	ZE10	PP1115	P716103	20240119	161330	
0I2401035	JR向け	CMPL	20240119	ZE10	PP1115	P716103	20240119	161341	
0I2401036	JFE30kVA	CMPL	20240119	ZE10	PP1115	P716103	20240119	161359	
0I2401041	JR東海	CMPL	20240123	ZE10	PP1115	P716103	20240123	151114	
0I2401042	南工場建替工事（広島市） SIT20SGD/SKS300-500MSP	CMPL	20240124	ZE10	PP1007	P716103	20240124	154644	
0I2401044	2023年度空自補正予算案件（与座岳、三沢、峯岡山） AU15N-A7-11-2	CMPL	20240124	ZE10	PP1007	P716103	20240124	154717	
0I2401045	海自館山航空基地　既設更新（予算取り） N-PP-727-30T	CMPL	20240124	ZE10	PP1007	P716103	20240124	154748	
0I2401048	川崎アゼリア　既設更新	CMPL	20240126	ZE10	PP1115	P716103	20240126	151529	
0I2401051	九州電力(株)　小丸川	CMPL	20240129	ZE10	PP1115	P716103	20240129	150512	
0I2401052	高砂水素パーク	CMPL	20240129	ZE10	PP1115	P716103	20240129	150532	
0I2401053	三光(株)　荒尾工場	CMPL	20240129	ZE10	PP1115	P716103	20240129	150601	
0I2401054	大王製紙可児工場	CMPL	20240129	ZE10	PP1115	P716103	20240129	150615	
0I2401055	ML5向け無停電電源装置 SSCF50TGD-MSPV4	CMPL	20240130	ZE10	PP1007	P716103	20240130	152539	
0I2401057	関西電力送配電三宮変電所	DLFL	20240131	ZE10	PP1115	P716103	20240131	154103	
0I2401058	アクス周南向けFC電源	DLFL	20240329	ZE10	PP1115	P716103	20240329	153151	
0I2402005	中国電力NW俣野変電所	CMPL	20240205	ZE10	PP1115	P716103	20240205	152630	
0I2402006	丸三製紙	REL	20240206	ZE10	PP1115	P716103	20240206	154820	
0I2402007	大王製紙可児工場パルプCVCF	REL	20240206	ZE10	PP1115	P716103	20240206	154935	
0I2402009	日本水素エネルギー	REL	20240213	ZE10	PP1115	P716103	20240213	154529	
0I2402010	日本水素エネルギー	REL	20240213	ZE10	PP1115	P716103	20240213	154547	
0I2402016	北日本製鉄所釜石地区向け無停電電源装置	REL	20240208	ZE10	PP1115	P716103	20240208	150349	
0I2402017	関西電力送配電三宮変電所	REL	20240209	ZE10	PP1115	P716103	20240209	152502	
0I2402018	乙訓ポンプ場更新	REL	20240209	ZE10	PP1115	P716103	20240209	152420	
0I2402019	東芝インフラシステムズ 小向事業所殿	REL	20240209	ZE10	PP1115	P716103	20240209	152431	
0I2402020	東芝インフラシステムズ 小向事業所殿	REL	20240209	ZE10	PP1115	P716103	20240209	152445	
0I2402021	長安口ダム	REL	20240209	ZE10	PP1115	P716103	20240209	152515	
0I2402022	水資源機構　江川ダム	REL	20240209	ZE10	PP1115	P716103	20240209	152528	
0I2402024	空自向け10kVA標準UPS	REL	20240209	ZE10	PP1115	P716103	20240209	152541	
0I2402030	東京医療センター	CMPL	20240214	ZE10	PP1115	P716103	20240214	153317	
0I2402032	九州サンソセンター　大分工場 SFST15SGB-24	REL	20240215	ZE10	PP1007	P716103	20240215	151356	
0I2402035	鶴見工場建替・運転委託事業（大阪広域環境施設組合）	REL	20240219	ZE10	PP1115	P716103	20240219	151516	
0I2402036	トクヤマプリフィード無停電電源装置・充電器更新 SIT10SGD/SKS350	REL	20240220	ZE10	PP1007	P716103	20240220	155140	
0I2402040	AGC千葉　危険物倉庫UPS SFST30TGB-100MSP	REL	20240221	ZE10	PP1007	P716103	20240221	150058	
0I2402044	弘前地区南部清掃工場　UPS更新	REL	20240222	ZE10	PP1115	P716103	20240222	154113	
0I2402045	天神	CMPL	20240222	ZE10	PP1115	P716103	20240222	154128	
0I2402051	東芝インフラシステムズ 小向事業所殿	CMPL	20240226	ZE10	PP1115	P716103	20240226	160050	
0I2402052	東芝インフラシステムズ 小向事業所殿	CMPL	20240226	ZE10	PP1115	P716103	20240226	160107	
0I2402053	東芝インフラシステムズ 小向事業所殿	CMPL	20240226	ZE10	PP1115	P716103	20240226	160126	
0I2402054	東芝インフラシステムズ 小向事業所殿	CMPL	20240226	ZE10	PP1115	P716103	20240226	160144	
0I2402055	東電HD柏崎刈羽原発KK-7G UPS用冷却ファン	REL	20240226	ZE10	PP1115	P716103	20240226	160201	
0I2402058	空自向け10kVA標準UPS（カタログ品） SFST10TGB-10FPX	REL	20240228	ZE10	PP1007	P716103	20240228	150246	
0I2402060	設計見積（機器）	REL	20240229	ZE10	PP1115	P716103	20240229	154516	
0I2403002	東北電力（株） ZSST75TGD-V4	REL	20240304	ZE10	PP1007	P716103	20240304	152836	
0I2403003	みおつくし工業用水　鶴見配水場 SIT3SGD/SKS50W-50MSP	CMPL	20240305	ZE10	PP1007	P716103	20240305	150530	
0I2403004	かたつむり山 SFST10TGB-100MSP	REL	20240305	ZE10	PP1007	P716103	20240305	150559	
0I2403005	水資源機構　総合対策筑後揚水機場外電源設備工事 SFST7,5SGB	REL	20240305	ZE10	PP1007	P716103	20240305	150619	
0I2403006	住友共同電力　新居浜西火力3号 SST50SGD-V1	REL	20240305	ZE10	PP1007	P716103	20240305	150702	
0I2403008	乃木坂トンネル電気室～UPS更新	REL	20240306	ZE10	PP1115	P716103	20240306	162806	
0I2403011	日産　栃木工場	REL	20240307	ZE10	PP1115	P716103	20240307	152949	
0I2403021	久留米市次期上津クリーンセンター	REL	20240311	ZE10	PP1115	P716103	20240311	153756	
0I2403024	木地山地熱発電所	REL	20240313	ZE10	PP1115	P716103	20240313	142341	
0I2403026	㈱トクヤマ徳山工場 9B CPU室　UPS更新	CMPL	20240325	ZE10	PP1115	P716103	20240325	152628	
0I2403027	日本製鉄 八幡地区 1CC	REL	20240313	ZE10	PP1115	P716103	20240313	142359	
0I2403028	日本製鉄 八幡地区 3ST	REL	20240313	ZE10	PP1115	P716103	20240313	142416	
0I2403029	四国電力坂出発電所	REL	20240315	ZE10	PP1115	P716103	20240315	154054	
0I2403033	丸三製紙	REL	20240315	ZE10	PP1115	P716103	20240315	154127	
0I2403036	長野県奥木曽発電所向けUPS更新	REL	20240315	ZE10	PP1115	P716103	20240315	154154	
0I2403038	新名神高速道路 SFST40TGB-100MSPなど3種	REL	20240319	ZE10	PP1007	P716103	20240319	131038	
0I2403039	王子製紙 SIT15SGD/SKS150-200MSE	REL	20240319	ZE10	PP1007	P716103	20240319	131105	
0I2403046	名古屋市鳴海工場～既設更新（予算取り）	CMPL	20240327	ZE10	PP1115	P716103	20240327	132316	
0I2403049	昭和産業他社製更新	REL	20240325	ZE10	PP1115	P716103	20240325	152845	
0I2403053	壬生川火力発電所	REL	20240329	ZE10	PP1115	P716103	20240329	153106	
0I2403056	西ヶ谷清掃工場 UPS更新	REL	20240329	ZE10	PP1115	P716103	20240329	153120	
0I2403059	大阪ガス東部事務所UPS	CMPL	20240329	ZE10	PP1115	P716103	20240329	153136	
0I2403062	東レ愛媛工場	REL	20240329	ZE10	PP1115	P716103	20240329	153205	
0I2404001	橋本市民病院	CMPL	20240401	ZE10	PP1115	P716103	20240401	160808	
0I2404003	（株）ネオ	REL	20240403	ZE10	PP1115	P716103	20240403	160822	
0I2404004	東レ愛媛工場向け無停電電源装置	REL	20240403	ZE10	PP1115	P716103	20240403	160848	
0I2404005	ＪＦＥエンジニアリング	REL	20240403	ZE10	PP1115	P716103	20240403	160915	
0I2404006	大塚化学　徳島工場	REL	20240405	ZE10	PP1115	P716103	20240405	085633	
0I2404007	大塚化学　松茂工場	CMPL	20240405	ZE10	PP1115	P716103	20240405	085652	
0I2404008	燃料電池評価用パワーコンディショナ	REL	20240405	ZE10	PP1115	P716103	20240405	152853	
0I2404009	次世代型廃棄物燃焼技術の開発(品川清掃工場)	REL	20240405	ZE10	PP1115	P716103	20240405	152842	
0I2404013	YAMATOタイ	REL	20240408	ZE10	PP1115	P716103	20240408	150850	
0I2404014	三田市向け新ごみ処理施設	REL	20240409	ZE10	PP1115	P716103	20240409	163525	
0I2404015	三井化学　大牟田工場　TDI第一電気室	REL	20240409	ZE10	PP1115	P716103	20240409	163539	
0I2404017	共栄リサイクル SFST20SGB1-100MSP（SJ）	REL	20240411	ZE10	PP1007	P716103	20240411	151553	
0I2404018	関電工	CMPL	20240415	ZE10	PP1115	P716103	20240415	155057	
0I2404019	丸三製紙	REL	20240415	ZE10	PP1115	P716103	20240415	155212	
0I2404020	築城C050070	REL	20240415	ZE10	PP1115	P716103	20240415	155226	
0I2404021	那覇C050069	REL	20240415	ZE10	PP1115	P716103	20240415	155244	
0I2404022	松島U040048	REL	20240415	ZE10	PP1115	P716103	20240415	155303	
0I2404023	松島UD030009p	REL	20240415	ZE10	PP1115	P716103	20240415	155317	
0I2404024	新田原UD030008	REL	20240415	ZE10	PP1115	P716103	20240415	155334	
0I2404025	浜松U015069	REL	20240415	ZE10	PP1115	P716103	20240415	155402	
0I2404026	春日U075044	REL	20240415	ZE10	PP1115	P716103	20240415	155422	
0I2404027	福江島U100020	REL	20240415	ZE10	PP1115	P716103	20240415	155436	
0I2404028	那覇U150008	REL	20240415	ZE10	PP1115	P716103	20240415	155452	
0I2404029	与座岳U075042	REL	20240415	ZE10	PP1115	P716103	20240415	155506	
0I2404030	【包括】見島U075050	CMPL	20240416	ZE10	PP1115	P716103	20240416	160632	
0I2404031	【包括】輪島U050034	REL	20240416	ZE10	PP1115	P716103	20240416	160642	
0I2404033	SMM播磨　硫酸NiプラントDCS用	REL	20240416	ZE10	PP1115	P716103	20240416	160734	
0I2404034	ユニバーサルスタジオ	REL	20240417	ZE10	PP1115	P716103	20240417	160615	
0I2404035	トヨタエナジーソリューションズ	REL	20240417	ZE10	PP1115	P716103	20240417	160626	
0I2404037	空自入間基地～第2輸空隊整備群検査隊	CMPL	20240417	ZE10	PP1115	P716103	20240417	160644	
0I2404038	海自大村航空基地～参考外形図作成依頼	REL	20240418	ZE10	PP1115	P716103	20240418	160434	
0I2404039	東北電力（株）佐渡電力センター	REL	20240418	ZE10	PP1115	P716103	20240418	160450	
0I2404040	空自芦屋基地～芦屋管制隊	REL	20240423	ZE10	PP1115	P716103	20240423	154124	
0I2404041	東農中部医療センター	REL	20240423	ZE10	PP1115	P716103	20240423	154156	
0I2404042	田中貴金属	REL	20240424	ZE10	PP1115	P716103	20240424	161426	
0I2404043	九電工EMS 地域レジリエンス事業	CMPL	20240425	ZE10	PP1115	P716103	20240425	160230	
0I2404045	SMM日向製煉所　転炉非常傾転用	REL	20240426	ZE10	PP1115	P716103	20240426	163710	
0I2404046	空自三沢基地～三沢管制隊（予算取り）	REL	20240426	ZE10	PP1115	P716103	20240426	163751	
0I2404047	空自久米島分屯基地（予算取り）	REL	20240426	ZE10	PP1115	P716103	20240426	163805	
0I2404048	ENEOS川崎事業所～既設更新	REL	20240507	ZE10	PP1115	P716103	20240507	155018	
0I2405001	宮崎県都城市某所	REL	20240510	ZE10	PP1115	P716103	20240510	153622	
0I2405002	トヨタエナジーソリューションズ	REL	20240510	ZE10	PP1115	P716103	20240510	153635	
0I2405003	草木ダム向けUPS既設更新	REL	20240515	ZE10	PP1115	P716103	20240515	161537	
0I2405004	城東配水場	REL	20240515	ZE10	PP1115	P716103	20240515	161549	
0I2405005	三宮変電所	CMPL	20240515	ZE10	PP1115	P716103	20240515	161659	
0I2405007	日本製鉄　君津6号高炉送風機設備	REL	20240516	ZE10	PP1115	P716103	20240516	155520	
0I2405008	キヤノン宇都宮 100KVAUPS　更新	REL	20240517	ZE10	PP1115	P716103	20240517	154109	
0I2405009	カネカ滋賀	REL	20240517	ZE10	PP1115	P716103	20240517	154124	
0I2405010	JFEスチール㈱福山地区5高炉中央計装CVCF更新	REL	20240517	ZE10	PP1115	P716103	20240517	154137	
0I2405011	東芝産業機器システム～SGS高月	CMPL	20240521	ZE10	PP1115	P716103	20240521	154425	
0I2405012	川崎重工業～丸三製紙	REL	20240521	ZE10	PP1115	P716103	20240521	154410	
0I2405013	四国ガス高松工場	CMPL	20240521	ZE10	PP1115	P716103	20240521	154442	
0I2405014	サザウィン鹿児島	REL	20240521	ZE10	PP1115	P716103	20240521	154459	
0I2405017	東レ愛媛工場向け無停電電源装置	REL	20240524	ZE10	PP1115	P716103	20240524	163734	
