購買依頼,明細,購買ｸﾞﾙｰﾌﾟ,購買依頼者,品目コード,テキスト (短),追跡番号,品目ｸﾞﾙｰﾌﾟ,購買依頼数量,単位,依頼価格,通貨,標準原価,納入期日,固定仕入先,固定仕入先名称,希望仕入先,希望仕入先名称,勘定コード,原価センタ,受注番号,指図番号,WBS 要素,ネットワーク,受領者（理由）,メーカ名,図面番号,図面完成フラグ,図面改定記号,処理ステータス,自動発注,購買情報,購買発注,発注日付,入庫完了,指定納期,回答納期,材料費（設計予算）,加工費（設計予算）,登録者,削除,プラント固有ｽﾃｰﾀｽ,MRPﾀｲﾌﾟ,研究室／設計室,安全在庫,最小ﾛｯﾄｻｲｽﾞ,購買発注削除,備考,承認グループ,購買情報テキスト,見積書番号
0012701279,00010,103,,25314115300,BW50SAG-2P010 2PAC690V ｿｳ*,,ZZZ,1.000,PC,19.40,JPY,1940.000,20251031,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163822,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300114664,4502395210,20250412,,20251027,20251027,2423,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701280,00010,103,,25329033700,BW50SAG-2P005C2 2PDC250V 50AF*,,ZZZ,1.000,PC,19.40,JPY,1940.000,20251031,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163822,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300146870,4502395211,20250412,,20251027,20251027,2917,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701281,00010,103,,25329048500,BW50SAG-3P03018A 3P-AC690V 50*,,ZZZ,1.000,PC,48.80,JPY,4880.000,20251031,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163822,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300175326,4502395212,20250412,,20251027,20251027,3600,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701282,00010,103,,25331037100,BW800RAG-3P70018A 3P AC/DC 80*,,ZZZ,1.000,PC,1070.00,JPY,107000.000,20251031,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163822,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300175330,4502395213,20250412,,20251027,20251027,90000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701283,00010,103,,30615025618,XL3000-02X08-024-M ﾀﾃ30Xﾖｺ30 *,,ZZZ,1.000,PC,128.00,JPY,12800.000,20251031,S01307,不二電機工業（株）,,,0000705114,,,,00000000,000040163822,,ﾌﾆ   D,,0,,,X,5300232313,4502395329,20250412,,20251027,20251027,15400,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701284,00010,103,,30615053900,PXL024RB(S) ACDC 24V LEDｲﾛR ﾚﾝｽﾞR ﾜｸN1.5,,30,1.000,PC,6.60,JPY,660.000,20251031,S01307,不二電機工業（株）,,,0000705114,,,,00000000,000040163822,,ﾌﾆ   D,,0,,,X,5300042305,4502395330,20250412,,20251027,20251027,726,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701285,00010,103,,30615054400,PXL110WB(S) ACDC100/110V LEDｲ*,,30,1.000,PC,9.60,JPY,960.000,20251031,S01307,不二電機工業（株）,,,0000705114,,,,00000000,000040163822,,ﾌﾆ   D,,0,,,X,5300042320,4502395331,20250412,,20251027,20251027,1056,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701287,00010,103,,31912143000,CS10F800P 800A AC1000V ｼﾔﾀﾞﾝ *,,31,1.000,PC,103.00,JPY,10300.000,20251031,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163822,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300044272,4502395214,20250412,,20251027,20251027,9104,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701288,00010,103,,31912145600,CS8F1000 1000A AC800V ｼﾔﾀﾞﾝ 200KA,,31,2.000,PC,162.00,JPY,16200.000,20251031,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163822,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300044327,4502395215,20250412,,20251027,20251027,14300,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701290,00010,103,,34711120500,PTVM61A ｶﾍﾝ0-60ﾟC Aｾｯﾃﾝ ｶｹﾞﾝ*,,ZZZ,3.000,PC,40.50,JPY,4050.000,20251031,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163822,,ﾆﾂﾄｳ K,,0,,,X,5300158828,4502395216,20250412,,20251027,20251027,4080,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701369,00010,103,資材部,35015623100,LHP150F-24-Y DC  24V DC 6.3A *,,ZZZ,1.000,PC,42.70,JPY,4270.000,20250820,S00086,宝永電機（株）,,,,,,,00000000,,,ｺｰｾﾙ,,0,,,X,,4502395219,20250412,,20250820,20250820,5200,0,資材部,,,PD,N,0.000,0.000,,,,,
0012702138,00010,103,,31001111600,BLA030 30A AC600V DC600V,,31,3.000,PC,1.95,JPY,195.000,20251030,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163950,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300042908,4502396021,20250416,,20251027,20251027,174,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012702205,00010,103,資材部,34491003000,DSEB1114 DC 24V 2.8±0.6kHz 88*,,ZZZ,10.000,PC,14.70,JPY,1470.000,20250829,S00086,宝永電機（株）,,,,,,,00000000,,,ﾃﾞﾊﾞｲｽ,,0,,,X,,4502396033,20250416,,20250818,20250818,1410,0,資材部,,,PD,L,12.000,10.000,,,,,
0012702228,00010,103,資材部,24125042900,SCN2S ﾂｳﾃﾞﾝ 80A ｼﾕｾﾂﾃﾝ3A ｺｲﾙA*,,24,10.000,PC,20.10,JPY,2010.000,20250910,S00086,宝永電機（株）,,,,,,,00000000,,,ﾌｼﾞﾃﾝｷ,,0,,,X,,4502396035,20250416,,20250910,20250910,2013,0,資材部,,,PD,N,0.000,0.000,,,,,
0012702243,00010,103,資材部,31002114700,AFA30X,,31,50.000,PC,5.85,JPY,585.000,20250905,S00086,宝永電機（株）,,,,,,,00000000,,,ﾌｼﾞﾃﾝｷ,,0,,,X,,4502396039,20250416,,20250905,20250905,517,0,資材部,,,PD,L,24.000,50.000,,,,,
0012702327,00010,103,,24125056000,SZSP10ﾍｲﾚﾂﾊﾞﾝ,,24,3.000,PC,189.20,JPY,18920.000,20250901,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040162290,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300018044,4502398931,20250429,,20250825,20250825,18920,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012702328,00010,103,,25305659300,BW250EAG-3P150WKA 3P-AC690V 2*,,ZZZ,2.000,PC,112.00,JPY,11200.000,20250901,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040162290,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300117981,4502396375,20250417,,20250825,20250825,9000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012702329,00010,103,,25327011400,BW125JAG-3P125VJA 3PAC690V 12*,,ZZZ,1.000,PC,140.00,JPY,14000.000,20250901,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040162290,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300122094,4502396376,20250417,,20250825,20250825,12400,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012702330,00010,103,,25329008200,BW32SAS-2P032WA 2P-AC/DC 30AF*,,ZZZ,1.000,PC,17.60,JPY,1760.000,20250901,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040162290,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300116461,4502396377,20250417,,20250825,20250825,2917,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012702331,00010,103,,25518322300,T2HA80 MCBﾖｳ ﾎｼﾞｮﾊﾝﾄﾞﾙ,,ZZZ,1.000,PC,20.10,JPY,2010.000,20250901,S00984,寺崎電気産業（株）,,,0000705114,,,,00000000,000040162290,,ﾃﾗｻｷ D,,0,,,X,5300108685,4502396481,20250417,,20250825,20250825,1980,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012702341,00010,103,,11209004900,RC15-6C 1ｼﾞ75A 2ｼﾞ5A 40VA 1.0*,,11,5.000,PC,155.40,JPY,15540.000,20250819,S00086,宝永電機（株）,S00086,宝永電機（株）,0000705114,,,,00000000,000040162291,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300011599,4502396378,20250417,,20250821,20250820,8910,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012702342,00010,103,,26051323500,"KTT-AW3B,KTP-A3 3ｷｮｸ 500V 10A*",,ZZZ,1.000,PC,56.00,JPY,5600.000,20250819,S01307,不二電機工業（株）,S01307,不二電機工業（株）,0000705114,,,,00000000,000040162291,,ﾌﾆ   D,,0,,,X,5300180153,4502396500,20250417,,20250821,20250821,5600,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012702594,00010,103,,D00A0749001,[標準**]FVL-100-6 180ｾﾙ,,ZZZ,1.000,PC,12240.00,JPY,1224000.000,20260216,S01330,古河電池（株）関西支店,,,0000705121,,,,00000000,000040158773,,ﾌﾙｶﾜﾃﾝ,D00A0749001,1,,承認完了,,5300224939,4502396745,20250418,,20260216,20260216,1224000,0,SISSYS,,,PD,N,0.000,0.000,,,G1,,
0012702605,00010,103,,D00A0780400,FVL-200 54ｾﾙ 購入仕様書FB,,ZZZ,1.000,PC,5346.00,JPY,534600.000,20250916,S01330,古河電池（株）関西支店,,,0000705121,,,,00000000,000040160903,,ﾌﾙｶﾜﾃﾝ,D00A0780400,0,,,X,5300235157,4502396746,20250418,,20250916,20250916,534600,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012702660,00010,103,,D00A0643002,FVL-50-12 48ｾﾙ 購入仕様FB,,ZZZ,1.000,PC,1880.00,JPY,188000.000,20250818,S01330,古河電池（株）関西支店,,,0000705121,,,,00000000,000040163519,,ﾌﾙｶﾜﾃﾝ,D00A0643002,1,AA,,X,5300208108,4502396747,20250418,,20250820,20250820,188000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012702787,00010,103,資材部,42604010100,VFLR2W682YE148 ﾃﾞﾝｶｲｺﾝﾃﾞﾝｻ DC*,,ZZZ,10.000,PC,45.10,JPY,4510.000,20250916,S01907,エーアイシーテック（株）,,,,,,,00000000,,,AICﾃｯｸ,,0,,,X,,4502396789,20250418,,20250916,20250916,4100,0,資材部,,,PD,L,10.000,10.000,,,,,
0012702788,00010,103,資材部,42902322200,UB12X155JM5YSA DC1200V 1.5MF *,,ZZZ,100.000,PC,5.30,JPY,530.000,20250822,S00733,（株）指月電機製作所,,,,,,,00000000,,,ｼｽﾞｷ D,,0,,,X,,4502396680,20250418,,20250822,20250822,560,0,資材部,,,PD,L,50.000,100.000,,,,,
0012702835,00010,103,,22601127100,CVS-8L-DC100V-DC100V-P04 DC10*,,ZZZ,1.000,PC,195.00,JPY,19500.000,20251010,S00517,WashiON㈱,,,0000705114,,,,00000000,000040162783,,ﾜｼｵﾝ,,0,,,X,5300236369,4502396994,20250419,,20251010,20251010,19500,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012702836,00010,103,,22601127100,CVS-8L-DC100V-DC100V-P04 DC10*,,ZZZ,1.000,PC,195.00,JPY,19500.000,20251010,S00517,WashiON㈱,,,0000705114,,,,00000000,000040162786,,ﾜｼｵﾝ,,0,,,X,5300236369,4502396995,20250419,,20251010,20251010,19500,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012702837,00010,103,,22601127100,CVS-8L-DC100V-DC100V-P04 DC10*,,ZZZ,1.000,PC,195.00,JPY,19500.000,20251010,S00517,WashiON㈱,,,0000705114,,,,00000000,000040162787,,ﾜｼｵﾝ,,0,,,X,5300236369,4502396996,20250419,,20251010,20251010,19500,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012703014,00010,103,資材部,31912157200,1.5URGC33TTD4700 4700A AC150V*,,31,24.000,PC,137.31,JPY,13731.000,20250909,S01337,日本メルセン（株）,,,,,,,00000000,,,FERRAZ,,0,,,X,,4502397067,20250419,,20250909,20250909,13134,0,資材部,,,PD,L,24.000,0.000,,,,,
0012703026,00010,103,資材部,S00A0012401,BKA400AA10 R,,ZZF,50.000,PC,18.90,JPY,1889.989,20250908,,,,,,,,,00000000,,,ｻﾝｼﾔ D,S00A0012401,0,,,,,4502397146,20250421,,20251108,20251108,0,0,資材部,,,PD,L,1000.000,50.000,,,,,
0012703339,00010,103,資材部,35021012600,PBA50F-15N DC  15V DC 3.5A 50*,,35,7.000,PC,44.60,JPY,4460.000,20250904,S00086,宝永電機（株）,,,,,,,00000000,,,ｺｰｾﾙ,,0,,,X,,4502397231,20250422,,20250904,20250904,4235,0,資材部,,Y,PD,L,5.000,6.000,,,,,
0012703340,00010,103,資材部,35021012600,PBA50F-15N DC  15V DC 3.5A 50*,,35,6.000,PC,44.60,JPY,4460.000,20250919,S00086,宝永電機（株）,,,,,,,00000000,,,ｺｰｾﾙ,,0,,,X,,4502397232,20250422,,20250919,20250919,4235,0,資材部,,Y,PD,L,5.000,6.000,,,,,
0012703341,00010,103,資材部,35021012600,PBA50F-15N DC  15V DC 3.5A 50*,,35,6.000,PC,44.60,JPY,4460.000,20250924,S00086,宝永電機（株）,,,,,,,00000000,,,ｺｰｾﾙ,,0,,,X,,4502397233,20250422,,20250924,20250924,4235,0,資材部,,Y,PD,L,5.000,6.000,,,,,
0012703342,00010,103,資材部,35021012600,PBA50F-15N DC  15V DC 3.5A 50*,,35,13.000,PC,44.60,JPY,4460.000,20251002,S00086,宝永電機（株）,,,,,,,00000000,,,ｺｰｾﾙ,,0,,,X,,4502397234,20250422,,20251002,20251002,4235,0,資材部,,Y,PD,L,5.000,6.000,,,,,
0012703343,00010,103,資材部,35021012600,PBA50F-15N DC  15V DC 3.5A 50*,,35,6.000,PC,44.60,JPY,4460.000,20251010,S00086,宝永電機（株）,,,,,,,00000000,,,ｺｰｾﾙ,,0,,,X,,4502397235,20250422,,20251010,20251010,4235,0,資材部,,Y,PD,L,5.000,6.000,,,,,
0012703344,00010,103,資材部,35021012600,PBA50F-15N DC  15V DC 3.5A 50*,,35,6.000,PC,44.60,JPY,4460.000,20251017,S00086,宝永電機（株）,,,,,,,00000000,,,ｺｰｾﾙ,,0,,,X,,4502397236,20250422,,20251017,20251017,4235,0,資材部,,Y,PD,L,5.000,6.000,,,,,
0012703600,00010,103,,31912143500,CS5F1500 1500A AC500V ｼﾔﾀﾞﾝ 2*,,31,6.000,PC,143.00,JPY,14300.000,20251105,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040164336,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300044286,4502397493,20250423,,20251105,20251105,12672,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012703662,00010,103,資材部,35021012600,PBA50F-15N DC  15V DC 3.5A 50*,,35,6.000,PC,44.60,JPY,4460.000,20251017,S00086,宝永電機（株）,,,,,,,00000000,,,ｺｰｾﾙ,,0,,,X,,4502397499,20250423,,20251017,20251017,4235,0,資材部,,Y,PD,L,5.000,6.000,,,,,
0012703681,00010,103,資材部,42605491100,EB221501TXQ4874 220VAC 3φ 50/*,,ZZZ,10.000,PC,242.50,JPY,24250.000,20250403,S01071,ニチコン（株）西日本支店,,,,,,,00000000,,,ﾆﾁｺﾝ,,0,,,X,,4502398325,20250425,,20250403,00000000,24250,0,資材部,,,PD,L,10.000,10.000,,,,,
0012703748,00010,103,,25314112200,BW50EAG-3P050 3P-AC690V ｿｳ   *,,ZZZ,3.000,PC,20.70,JPY,2070.000,20250918,S00086,宝永電機（株）,S00086,宝永電機（株）,0000705114,,,000010133071,00000000,,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300114062,4502397786,20250424,,20250910,20250910,1832,0,PP1145,,,PD,N,0.000,0.000,,,,,
0012703873,00010,103,資材部,35301122900,FRN0.75C2S-2J 0.75KW AC20*D0A*,,ZZZ,50.000,PC,90.70,JPY,9070.000,20250825,S00086,宝永電機（株）,,,,,,,00000000,,,ﾌｼﾞﾃﾝｷ,,0,,,X,,4502397792,20250424,,20250825,20250825,8130,0,資材部,,,PD,L,0.000,0.000,,,,,
0012703879,00010,103,資材部,42701709000,STP480D05M ﾊﾞﾘｽﾀ  480V AC 550*,,ZZZ,1.000,PC,145.36,JPY,14536.000,20250829,S01337,日本メルセン（株）,,,,,,,00000000,,,FERRAZ,,0,,,X,,4502397953,20250424,,20250825,20250825,14536,0,資材部,,,PD,L,15.000,5.000,,,,,
0012703880,00010,103,資材部,42701709000,STP480D05M ﾊﾞﾘｽﾀ  480V AC 550*,,ZZZ,4.000,PC,145.36,JPY,14536.000,20250901,S01337,日本メルセン（株）,,,,,,,00000000,,,FERRAZ,,0,,,X,,4502397954,20250424,,20250825,20250825,14536,0,資材部,,,PD,L,15.000,5.000,,,,,
0012703886,00010,103,資材部,42605496100,HCGF5A2C393YF157PH DC 160V 39*,,ZZZ,20.000,PC,57.30,JPY,5730.000,20250825,S01907,エーアイシーテック（株）,,,,,,,00000000,,,AICﾃｯｸ,,0,,,X,,4502398018,20250424,,20250825,20250825,5830,0,資材部,,,PD,L,10.000,20.000,,,,,
0012703888,00010,103,資材部,35021019100,PBA50F-15 DC  15V DC 3.5A 50W*,,ZZZ,10.000,PC,39.50,JPY,3950.000,20251023,S00086,宝永電機（株）,,,,,,,00000000,,,ｺｰｾﾙ,,0,,,X,,4502397794,20250424,,20251023,20251023,3590,0,資材部,,Y,PD,L,3.000,10.000,,,,,
0012704142,00010,103,MM1005,24125043700,SC-N14 ﾂｳﾃﾞﾝ660A ｼﾕｾﾂﾃﾝ3A ｺｲﾙ*,,24,1.000,PC,607.00,JPY,60700.000,20251031,S00086,宝永電機（株）,,,,,,,00000000,,,ﾌｼﾞﾃﾝｷ,,0,,,X,,4502398038,20250424,,20251031,20251031,53702,0,MM1005,,,PD,N,0.000,0.000,,,,,
0012704168,00010,103,,24124000300,SB5N ﾃｲｶｸDC440V ﾂｳﾃﾞﾝ120A ｼﾕｾ*,,24,2.000,PC,388.00,JPY,38800.000,20260108,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163870,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300017173,4502398127,20250425,,20260108,20260108,32670,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012704169,00010,103,,24124114900,SW5-1 ﾃｲｶｸAC550V ﾂｳﾃﾞﾝ 32A ｼﾕ*,,24,1.000,PC,18.00,JPY,1800.000,20260108,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163870,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300017263,4502398128,20250425,,20260108,20260108,1718,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012704170,00010,103,,24124126101,SWN12 ﾃｲｶｸAC440V ﾂｳﾃﾞﾝ450A ｼﾕｾﾂﾃﾝ3A ｺｲﾙA,,24,1.000,PC,388.00,JPY,38800.000,20260108,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163870,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300017441,4502398129,20250425,,20260108,20260108,32732,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012704171,00010,103,,24125005000,SC5-1 ﾃｲｶｸ550V ﾂｳﾃﾞﾝ 32A ｼﾕｾﾂ*,,24,3.000,PC,11.30,JPY,1130.000,20260108,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163870,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300017520,4502398130,20250425,,20260108,20260108,1133,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012704172,00010,103,,24125046800,SC-N2 ﾂｳﾃﾞﾝ 60A ｼﾕｾﾂﾃﾝ3A ｺｲﾙA*,,24,4.000,PC,18.00,JPY,1800.000,20260108,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163870,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300017890,4502398131,20250425,,20260108,20260108,1804,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012704173,00010,103,,25318850100,BW9BTAA-L3W 灰白色 ﾀﾝｼｶﾊﾞｰ 灰*,,ZZZ,1.000,PC,2.80,JPY,280.000,20260108,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163870,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300138403,4502398132,20250425,,20260108,20260108,220,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012704174,00010,103,,25329030400,BW50RAG-3P020WA 3P-AC690V 50A*,,ZZZ,1.000,PC,43.30,JPY,4330.000,20260108,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163870,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300142574,4502398133,20250425,,20260108,20260108,6100,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012704177,00010,103,,30615027800,CXL40-024-OB ﾃﾝﾄｳ 24V LEDｲﾛO ﾜｸN1.5 ROHS,,30,2.000,PC,10.50,JPY,1050.000,20260108,S01307,不二電機工業（株）,,,0000705114,,,,00000000,000040163870,,ﾌﾆ   D,,0,,,X,5300041887,4502398339,20250425,,20260108,20260108,1265,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012704178,00010,103,,30615028700,CXL40-110-OB ﾃﾝﾄｳ110V LEDｲﾛO ﾜｸN1.5 ROHS,,30,1.000,PC,10.50,JPY,1050.000,20260108,S01307,不二電機工業（株）,,,0000705114,,,,00000000,000040163870,,ﾌﾆ   D,,0,,,X,5300041922,4502398340,20250425,,20260108,20260108,1265,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012704360,00010,103,資材部,24125130400,SC-N5/G ﾂｳﾃﾞﾝ150A ｼﾕｾﾂﾃﾝ3A ｺｲ*,,ZZZ,2.000,PC,53.10,JPY,5310.000,20250822,S00086,宝永電機（株）,,,,,,,00000000,,,ﾌｼﾞﾃﾝｷ,,0,,,X,,4502398140,20250425,,20250822,20250822,4320,0,資材部,,,PD,N,0.000,0.000,,,,,
0012704370,00010,103,資材部,31912160201,"8,5URD73TTF1400 1400A AC850V*",,ZZZ,30.000,PC,73.37,JPY,7337.000,20250829,S01337,日本メルセン（株）,,,,,,,00000000,,,FERRAZ,,0,,,X,,4502398341,20250425,,20250825,20250825,12500,0,資材部,,,PD,L,20.000,30.000,,,,,
0012704440,00010,103,資材部,42604010800,VFLR2W822YQE188 450V 8200*D0A*,,ZZZ,50.000,PC,59.80,JPY,5980.000,20250829,S01907,エーアイシーテック（株）,,,,,,,00000000,,,AICﾃｯｸ,,0,,,X,,4502398459,20250425,,20250825,20250825,6000,0,資材部,,,PD,L,20.000,50.000,,,,,
0012704538,00010,103,,49999009200,GPNET232-485C RS232C-RS485 ﾀﾝｼﾀﾞｲ DSUB-2,,49,1.000,PC,105.00,JPY,10500.000,20250821,S00086,宝永電機（株）,,,0000705114,,,000010133096,00000000,,,ﾈﾂﾄﾜｰｸ,,0,,,X,5300077868,4502398575,20250426,,20250821,20250821,9680,0,PP1145,,,PD,N,0.000,0.000,,,,,
0012704540,00010,103,,49999065700,GPA-751 ACｱﾀﾞﾌﾟﾀ,,ZZZ,1.000,PC,28.40,JPY,2840.000,20250821,S00086,宝永電機（株）,,,0000705114,,,000010133096,00000000,,,ﾈﾂﾄﾜｰｸ,,0,,,X,5300193142,4502398576,20250426,,20250821,20250821,2420,0,PP1145,,,PD,N,0.000,0.000,,,,,
0012704541,00010,103,,58017002500,USB-RSAQ7R USB-RS232C ﾍﾝｶﾝｱﾀﾞ*,,ZZZ,1.000,PC,73.80,JPY,7380.000,20250821,S00086,宝永電機（株）,,,0000705114,,,000010133096,00000000,,,IOﾃﾞｰﾀ,,0,,,X,5300217253,4502398577,20250426,,20250821,20250821,6530,0,PP1145,,,PD,N,0.000,0.000,,,,,
0012704715,00010,103,資材部,42701709000,STP480D05M ﾊﾞﾘｽﾀ  480V AC 550*,,ZZZ,1.000,PC,145.36,JPY,14536.000,20250829,S01337,日本メルセン（株）,,,,,,,00000000,,,FERRAZ,,0,,,X,,4502398801,20250426,,20250825,20250930,14536,0,資材部,,,PD,L,15.000,5.000,,,,,
0012704716,00010,103,資材部,42701709000,STP480D05M ﾊﾞﾘｽﾀ  480V AC 550*,,ZZZ,4.000,PC,145.36,JPY,14536.000,20250901,S01337,日本メルセン（株）,,,,,,,00000000,,,FERRAZ,,0,,,X,,4502398802,20250426,,20250825,20250930,14536,0,資材部,,,PD,L,15.000,5.000,,,,,
0012704822,00010,103,,24124124802,SWN1 ﾃｲｶｸAC550V ﾂｳﾃﾞﾝ 50A ｼﾕｾ*,,24,1.000,PC,35.90,JPY,3590.000,20250902,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040161281,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300017410,4502398933,20250429,,20250902,20250902,3410,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012704871,00010,103,,25305655200,BW250EAG-3P175 3P-AC690V 250A*,,ZZZ,2.000,PC,93.50,JPY,9350.000,20251121,S00086,宝永電機（株）,,,0000705114,,,000010133102,00000000,,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300110120,4502398935,20250429,,20251121,20251121,9000,0,PP1145,,,PD,N,0.000,0.000,,,,,
0012704884,00010,103,,25305655200,BW250EAG-3P175 3P-AC690V 250A*,,ZZZ,3.000,PC,93.50,JPY,9350.000,20260105,S00086,宝永電機（株）,,,0000705114,,,000010133103,00000000,,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300110120,4502398936,20250429,,20251223,20251223,9000,0,PP1145,,,PD,N,0.000,0.000,,,,,
0012705137,00010,103,資材部,S00A0012401,BKA400AA10 R,,ZZF,100.000,PC,18.90,JPY,1889.989,20250625,,,,,,,,,00000000,,,ｻﾝｼﾔ D,S00A0012401,0,,,,,4502399362,20250507,,20251025,20251025,0,0,資材部,,,PD,L,1000.000,50.000,,,,,
0012705138,00010,103,資材部,S00A0012401,BKA400AA10 R,,ZZF,50.000,PC,18.90,JPY,1889.989,20250908,,,,,,,,,00000000,,,ｻﾝｼﾔ D,S00A0012401,0,,,,,4502399363,20250507,,20251108,20251108,0,0,資材部,,,PD,L,1000.000,50.000,,,,,
0012705139,00010,103,資材部,42701708600,STPT2-40K1000V-YPVM ﾊﾞﾘｽﾀ 100*,,ZZZ,30.000,PC,123.28,JPY,12328.000,20250829,S01337,日本メルセン（株）,,,,,,,00000000,,,FERRAZ,,0,,,X,,4502399083,20250429,,20250825,20250930,12328,0,資材部,,,PD,L,30.000,20.000,,,,,
0012705140,00010,103,資材部,42701708600,STPT2-40K1000V-YPVM ﾊﾞﾘｽﾀ 100*,,ZZZ,19.000,PC,123.28,JPY,12328.000,20250919,S01337,日本メルセン（株）,,,,,,,00000000,,,FERRAZ,,0,,,X,,4502399084,20250429,,20250919,20250930,12328,0,資材部,,,PD,L,30.000,20.000,,,,,
0012705141,00010,103,資材部,42701709000,STP480D05M ﾊﾞﾘｽﾀ  480V AC 550*,,ZZZ,5.000,PC,145.36,JPY,14536.000,20250821,S01337,日本メルセン（株）,,,,,,,00000000,,,FERRAZ,,0,,,X,,4502399085,20250429,,20250821,20250930,14536,0,資材部,,,PD,L,15.000,5.000,,,,,
0012705142,00010,103,資材部,42701709000,STP480D05M ﾊﾞﾘｽﾀ  480V AC 550*,,ZZZ,5.000,PC,145.36,JPY,14536.000,20250829,S01337,日本メルセン（株）,,,,,,,00000000,,,FERRAZ,,0,,,X,,4502399086,20250429,,20250825,20250930,14536,0,資材部,,,PD,L,15.000,5.000,,,,,
